algorithm,dataset,job_id,total_execution_time,avg_iteration_time,network_communication,peak_memory_usage,iterations_to_converge,final_diff,cpu_utilization
giraph,small,giraph_small_{1},41.00s,0.93s,1216.18MB,4.83GB,44,0.000000,16.53%
